sentence,clean_text,tokens,label
"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",one more thing i can tolerate political incorrectness very well i am all for artistic freedom and suspension of disbelief but the slavic female character was just too much,"['one', 'more', 'thing', 'i', 'can', 'toler', 'polit', 'incorrect', 'veri', 'well', 'i', 'am', 'all', 'for', 'artist', 'freedom', 'and', 'suspens', 'of', 'disbelief', 'but', 'the', 'slavic', 'femal', 'charact', 'wa', 'just', 'too', 'much']",0
Eew... This location needs a complete overhaul.,eew this location needs a complete overhaul,"['eew', 'thi', 'locat', 'need', 'a', 'complet', 'overhaul']",0
Great for iPODs too.,great for ipods too,"['great', 'for', 'ipod', 'too']",1
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",technically the film is well made with impressive camera work solid acting and effective music from riz ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it is coming from a distant hill,"['technic', 'the', 'film', 'is', 'well', 'made', 'with', 'impress', 'camera', 'work', 'solid', 'act', 'and', 'effect', 'music', 'from', 'riz', 'ortolani', 'particularli', 'good', 'is', 'a', 'recur', 'unaccompani', 'femal', 'vocal', 'that', 'sound', 'like', 'it', 'is', 'come', 'from', 'a', 'distant', 'hill']",1
It's very slow.  ,it is very slow,"['it', 'is', 'veri', 'slow']",0
I can take a little bad service but the food sucks.,i can take a little bad service but the food sucks,"['i', 'can', 'take', 'a', 'littl', 'bad', 'servic', 'but', 'the', 'food', 'suck']",0
"I probably won't be back, to be honest.",i probably will not be back to be honest,"['i', 'probabl', 'will', 'not', 'be', 'back', 'to', 'be', 'honest']",0
Just reading on the specs alone makes you say WOW.,just reading on the specs alone makes you say wow,"['just', 'read', 'on', 'the', 'spec', 'alon', 'make', 'you', 'say', 'wow']",1
We'll never go again.,we will never go again,"['we', 'will', 'never', 'go', 'again']",0
Utter crap.. Sound quality is TERRIBLE.,utter crap sound quality is terrible,"['utter', 'crap', 'sound', 'qualiti', 'is', 'terribl']",0
Maybe there would be a reasonable explanation for this atrocity.  ,maybe there would be a reasonable explanation for this atrocity,"['mayb', 'there', 'would', 'be', 'a', 'reason', 'explan', 'for', 'thi', 'atroc']",0
doesn't last long.,does not last long,"['doe', 'not', 'last', 'long']",0
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,both rickman and stowe play their roles to the hilt in this tale of a childrens book writer who maybe has written a subversive tract,"['both', 'rickman', 'and', 'stow', 'play', 'their', 'role', 'to', 'the', 'hilt', 'in', 'thi', 'tale', 'of', 'a', 'children', 'book', 'writer', 'who', 'mayb', 'ha', 'written', 'a', 'subvers', 'tract']",1
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,we got the food and apparently they have never heard of salt and the batter on the fish was chewy,"['we', 'got', 'the', 'food', 'and', 'appar', 'they', 'have', 'never', 'heard', 'of', 'salt', 'and', 'the', 'batter', 'on', 'the', 'fish', 'wa', 'chewi']",0
I'll take my business dinner dollars elsewhere.,i will take my business dinner dollars elsewhere,"['i', 'will', 'take', 'my', 'busi', 'dinner', 'dollar', 'elsewher']",0
Great time - family dinner on a Sunday night.,great time family dinner on a sunday night,"['great', 'time', 'famili', 'dinner', 'on', 'a', 'sunday', 'night']",1
Even the squibs look awful.  ,even the squibs look awful,"['even', 'the', 'squib', 'look', 'aw']",0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,"['wonder', 'lil', 'tapa', 'and', 'the', 'ambienc', 'made', 'me', 'feel', 'all', 'warm', 'and', 'fuzzi', 'insid']",1
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",it lasts less than 3o minutes if i actually try to use the phone my wife has the same phone with the same problem,"['it', 'last', 'less', 'than', 'o', 'minut', 'if', 'i', 'actual', 'tri', 'to', 'use', 'the', 'phone', 'my', 'wife', 'ha', 'the', 'same', 'phone', 'with', 'the', 'same', 'problem']",0
"Host staff were, for lack of a better word, BITCHES!",host staff were for lack of a better word bitches,"['host', 'staff', 'were', 'for', 'lack', 'of', 'a', 'better', 'word', 'bitch']",0
The stories were as unbelievable as the actors.  ,the stories were as unbelievable as the actors,"['the', 'stori', 'were', 'as', 'unbeliev', 'as', 'the', 'actor']",0
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",he really did not seem to want to be hosting his voice overs were monotonous did not get involved with the guests,"['he', 'realli', 'did', 'not', 'seem', 'to', 'want', 'to', 'be', 'host', 'hi', 'voic', 'over', 'were', 'monoton', 'did', 'not', 'get', 'involv', 'with', 'the', 'guest']",0
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,"['i', 'wa', 'amaz', 'at', 'the', 'quick', 'arriv', 'of', 'the', 'two', 'origin', 'lg', 'cell', 'phone', 'batteri', 'and', 'and', 'at', 'a', 'fraction', 'of', 'the', 'price']",1
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",the descriptions said yum yum sauce and another said eel sauce yet another said spicy mayo well none of the rolls had sauces on them,"['the', 'descript', 'said', 'yum', 'yum', 'sauc', 'and', 'anoth', 'said', 'eel', 'sauc', 'yet', 'anoth', 'said', 'spici', 'mayo', 'well', 'none', 'of', 'the', 'roll', 'had', 'sauc', 'on', 'them']",0
I can assure you that you won't be disappointed.,i can assure you that you will not be disappointed,"['i', 'can', 'assur', 'you', 'that', 'you', 'will', 'not', 'be', 'disappoint']",1
Sauce was tasteless.,sauce was tasteless,"['sauc', 'wa', 'tasteless']",0
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,definitely worth seeing it is the sort of thought provoking film that forces you to question your own threshold of loneliness,"['definit', 'worth', 'see', 'it', 'is', 'the', 'sort', 'of', 'thought', 'provok', 'film', 'that', 'forc', 'you', 'to', 'question', 'your', 'own', 'threshold', 'of', 'loneli']",1
Big Disappointment with calendar sync.,big disappointment with calendar sync,"['big', 'disappoint', 'with', 'calendar', 'sync']",0
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,it is rare when a film maker takes the time to tell a worthy moral tale with care and love that does not fall into the trap of being overly syrupy or over indulgent,"['it', 'is', 'rare', 'when', 'a', 'film', 'maker', 'take', 'the', 'time', 'to', 'tell', 'a', 'worthi', 'moral', 'tale', 'with', 'care', 'and', 'love', 'that', 'doe', 'not', 'fall', 'into', 'the', 'trap', 'of', 'be', 'overli', 'syrupi', 'or', 'over', 'indulg']",1
"useless phone, simply deaf.",useless phone simply deaf,"['useless', 'phone', 'simpli', 'deaf']",0
Seller shipped quickly and much cheaper than the competitors.,seller shipped quickly and much cheaper than the competitors,"['seller', 'ship', 'quickli', 'and', 'much', 'cheaper', 'than', 'the', 'competitor']",1
I wish I could return the unit and get back my money.,i wish i could return the unit and get back my money,"['i', 'wish', 'i', 'could', 'return', 'the', 'unit', 'and', 'get', 'back', 'my', 'money']",0
But I definitely would not eat here again.,but i definitely would not eat here again,"['but', 'i', 'definit', 'would', 'not', 'eat', 'here', 'again']",0
The sound quality is good and functionality is awesome.,the sound quality is good and functionality is awesome,"['the', 'sound', 'qualiti', 'is', 'good', 'and', 'function', 'is', 'awesom']",1
Very good phone.,very good phone,"['veri', 'good', 'phone']",1
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,this totally unfunny movie is so over the top and pathetic and unrealistic that throughout the whole minutes of utter torture i probably looked at my watch about times,"['thi', 'total', 'unfunni', 'movi', 'is', 'so', 'over', 'the', 'top', 'and', 'pathet', 'and', 'unrealist', 'that', 'throughout', 'the', 'whole', 'minut', 'of', 'utter', 'tortur', 'i', 'probabl', 'look', 'at', 'my', 'watch', 'about', 'time']",0
Highly unrecommended.  ,highly unrecommended,"['highli', 'unrecommend']",0
"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",the sets especially designed to work with the camera are amazing stylized beautiful and effective,"['the', 'set', 'especi', 'design', 'to', 'work', 'with', 'the', 'camera', 'are', 'amaz', 'styliz', 'beauti', 'and', 'effect']",1
I'll be looking for a new earpiece.,i will be looking for a new earpiece,"['i', 'will', 'be', 'look', 'for', 'a', 'new', 'earpiec']",0
"Cute, quaint, simple, honest.",cute quaint simple honest,"['cute', 'quaint', 'simpl', 'honest']",1
Setup went very smoothly.,setup went very smoothly,"['setup', 'went', 'veri', 'smoothli']",1
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal,"['it', 'fit', 'so', 'secur', 'that', 'the', 'ear', 'hook', 'doe', 'not', 'even', 'need', 'to', 'be', 'use', 'and', 'the', 'sound', 'is', 'better', 'direct', 'through', 'your', 'ear', 'canal']",1
Our server was very nice and attentive as were the other serving staff.,our server was very nice and attentive as were the other serving staff,"['our', 'server', 'wa', 'veri', 'nice', 'and', 'attent', 'as', 'were', 'the', 'other', 'serv', 'staff']",1
"Bought mainly for the charger, which broke soon after purchasing.",bought mainly for the charger which broke soon after purchasing,"['bought', 'mainli', 'for', 'the', 'charger', 'which', 'broke', 'soon', 'after', 'purchas']",0
"The microphone also works well, but (according to people I have called) it applifies everything.",the microphone also works well but according to people i have called it applifies everything,"['the', 'microphon', 'also', 'work', 'well', 'but', 'accord', 'to', 'peopl', 'i', 'have', 'call', 'it', 'applifi', 'everyth']",1
Worth every penny.,worth every penny,"['worth', 'everi', 'penni']",1
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",however after finally watching this film i realized that not only had i had a closed mind to the brilliance it depicts i also found myself watching it over and over again,"['howev', 'after', 'final', 'watch', 'thi', 'film', 'i', 'realiz', 'that', 'not', 'onli', 'had', 'i', 'had', 'a', 'close', 'mind', 'to', 'the', 'brillianc', 'it', 'depict', 'i', 'also', 'found', 'myself', 'watch', 'it', 'over', 'and', 'over', 'again']",1
I'm probably one of the few people to ever go to Ians and not like it.,i am probably one of the few people to ever go to ians and not like it,"['i', 'am', 'probabl', 'one', 'of', 'the', 'few', 'peopl', 'to', 'ever', 'go', 'to', 'ian', 'and', 'not', 'like', 'it']",0
Their daily specials are always a hit with my group.,their daily specials are always a hit with my group,"['their', 'daili', 'special', 'are', 'alway', 'a', 'hit', 'with', 'my', 'group']",1
"This item worked great, but it broke after 6 months of use.",this item worked great but it broke after months of use,"['thi', 'item', 'work', 'great', 'but', 'it', 'broke', 'after', 'month', 'of', 'use']",0
We waited an hour for what was a breakfast I could have done 100 times better at home.,we waited an hour for what was a breakfast i could have done times better at home,"['we', 'wait', 'an', 'hour', 'for', 'what', 'wa', 'a', 'breakfast', 'i', 'could', 'have', 'done', 'time', 'better', 'at', 'home']",0
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",it was that year however that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyce s acclaimed novella the dead,"['it', 'wa', 'that', 'year', 'howev', 'that', 'remind', 'us', 'that', 'huston', 'wa', 'still', 'at', 'the', 'top', 'of', 'hi', 'game', 'as', 'evinc', 'by', 'hi', 'faith', 'adapt', 'of', 'jame', 'joyc', 's', 'acclaim', 'novella', 'the', 'dead']",1
